"TOA5","5264","CR1000","5264","CR1000.Std.10","CRD:KLRS_AWS_AUG_2012.CR1","34827","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2012-08-17 21:50:00",3800,2.342,219.6,8.76,2.875,11.38,-78.41,76.21
"2012-08-17 21:55:00",3801,1.84,225.5,7.54,2.136,11.19,-70.49,77.44
"2012-08-17 22:00:00",3802,1.915,209,10.38,2.711,11.12,-68.23,78.07
"2012-08-17 22:05:00",3803,1.36,184.4,17.68,2.002,11.2,-63.22,78.06
"2012-08-17 22:10:00",3804,0.865,185.3,23.04,1.111,11.08,-54.43,79.07
"2012-08-17 22:15:00",3805,0.787,184.8,16.05,1.101,10.91,-48.77,81.1
"2012-08-17 22:20:00",3806,0.718,173.9,17.3,1.036,10.82,-47.5,81.9
"2012-08-17 22:25:00",3807,0.516,148.5,16.8,0.875,10.69,-44.96,82.5
"2012-08-17 22:30:00",3808,0.327,173.9,44.02,0.536,10.56,-42.95,82.8
"2012-08-17 22:35:00",3809,0.482,213.4,30.05,0.787,10.46,-43.39,82.8
"2012-08-17 22:40:00",3810,0.714,149.9,24.27,1.12,10.42,-46.81,82.4
"2012-08-17 22:45:00",3811,0.734,181.1,21.25,1.039,10.28,-44.61,83.4
"2012-08-17 22:50:00",3812,1.813,201.7,16.54,2.313,10.15,-52.63,83.6
"2012-08-17 22:55:00",3813,2.155,219.8,16.1,2.767,10.06,-53.24,84
"2012-08-17 23:00:00",3814,1.972,222.2,13.55,2.643,9.88,-48.32,85.1
"2012-08-17 23:05:00",3815,2.008,217.3,6.794,3.139,9.78,-45.81,85.4
"2012-08-17 23:10:00",3816,2.024,215.8,14.95,2.982,9.69,-43.35,86.4
"2012-08-17 23:15:00",3817,2.65,228.3,18.59,4.123,9.61,-51.07,86
"2012-08-17 23:20:00",3818,2.756,213.1,11.11,3.776,9.62,-48.2,85.4
"2012-08-17 23:25:00",3819,1.809,196.8,21.88,2.326,9.49,-37.05,87.6
"2012-08-17 23:30:00",3820,2.002,203.8,18.49,2.826,9.39,-39.72,87.8
"2012-08-17 23:35:00",3821,2.495,216,12.58,3.015,9.43,-44.54,86.9
"2012-08-17 23:40:00",3822,1.969,211.3,18.53,2.656,9.42,-38.78,87.3
"2012-08-17 23:45:00",3823,1.347,197.4,19.76,1.95,9.3,-31.15,88.8
"2012-08-17 23:50:00",3824,1.167,218.6,12.89,1.375,9.18,-28.43,89.6
"2012-08-17 23:55:00",3825,1.38,222.9,9.71,2.434,9.19,-28.89,89.7
"2012-08-18 00:00:00",3826,0.83,189,18.02,1.294,9.22,-28,89.3
"2012-08-18 00:05:00",3827,0.576,183.6,16.76,1.261,9.16,-24.85,90.1
"2012-08-18 00:10:00",3828,0.715,201.7,11.57,0.83,9.1,-24.7,90.8
"2012-08-18 00:15:00",3829,1.157,205.1,19.77,2.277,9.05,-27.87,90.9
"2012-08-18 00:20:00",3830,1.639,224.3,14.03,2.029,9.12,-34.48,89.2
"2012-08-18 00:25:00",3831,1.876,219.9,17.17,2.31,9.15,-32.42,88.9
"2012-08-18 00:30:00",3832,1.989,236.4,18.3,3.241,9.12,-35.75,88.3
"2012-08-18 00:35:00",3833,2.296,230.3,13.6,3.022,9.07,-35.93,88.2
"2012-08-18 00:40:00",3834,2.086,217.9,15.2,2.617,8.97,-32.76,89.1
"2012-08-18 00:45:00",3835,1.935,224.9,12.85,2.963,8.9,-33.04,89.7
"2012-08-18 00:50:00",3836,1.738,223.6,10.42,2.228,8.87,-31.89,90.2
"2012-08-18 00:55:00",3837,2.143,225.7,12.92,3.169,8.85,-35.63,89.9
"2012-08-18 01:00:00",3838,2.28,220.9,14.59,3.087,8.87,-34.61,89.8
"2012-08-18 01:05:00",3839,2.502,227.9,18.2,3.025,8.86,-36.75,89.7
"2012-08-18 01:10:00",3840,2.549,226.5,12.71,3.198,8.82,-35.76,89.5
"2012-08-18 01:15:00",3841,2.765,215.4,9.07,3.486,8.75,-36.22,89.7
"2012-08-18 01:20:00",3842,3.04,209.9,17.01,3.603,8.71,-36.01,89.7
"2012-08-18 01:25:00",3843,2.247,213.7,5.763,3.162,8.64,-30.67,90.2
"2012-08-18 01:30:00",3844,2.034,211.6,6.598,2.561,8.56,-30.78,90.3
"2012-08-18 01:35:00",3845,1.372,212,10.46,1.803,8.5,-27.12,91
"2012-08-18 01:40:00",3846,2.071,226.2,15.26,2.695,8.41,-28.69,91.2
"2012-08-18 01:45:00",3847,2.097,225.1,15.02,2.688,8.35,-28.8,91
"2012-08-18 01:50:00",3848,1.714,231.5,9.75,2.146,8.34,-25.8,91.3
"2012-08-18 01:55:00",3849,1.207,218.2,22.76,1.79,8.31,-24.17,91.8
"2012-08-18 02:00:00",3850,2.02,241.7,15.5,2.78,8.33,-25.37,92.1
"2012-08-18 02:05:00",3851,2.036,225.8,18.58,2.813,8.32,-24.3,92.2
"2012-08-18 02:10:00",3852,1.872,232.1,14.49,2.287,8.25,-24.71,92.4
"2012-08-18 02:15:00",3853,1.739,223.2,15.6,2.208,8.25,-24.76,92.3
"2012-08-18 02:20:00",3854,2.071,217.7,12.32,2.698,8.29,-26.61,91.8
"2012-08-18 02:25:00",3855,2.019,196.7,9.22,2.414,8.27,-27.5,91.6
"2012-08-18 02:30:00",3856,1.665,194.7,18.57,2.316,8.26,-26.97,91.3
"2012-08-18 02:35:00",3857,1.756,230.8,16.79,2.519,8.25,-29.61,90.6
"2012-08-18 02:40:00",3858,1.846,225.3,14.56,2.189,8.29,-30.1,90
"2012-08-18 02:45:00",3859,1.516,234.5,16.56,1.993,8.3,-29.66,90
"2012-08-18 02:50:00",3860,2.054,231.8,8.04,2.783,8.35,-36.15,88.7
"2012-08-18 02:55:00",3861,2.422,231.4,12.81,3.038,8.38,-41.81,86.9
"2012-08-18 03:00:00",3862,2.01,226.4,11.78,2.577,8.24,-34.85,87.6
"2012-08-18 03:05:00",3863,1.878,229.3,15.4,2.427,8.15,-37.52,86.8
"2012-08-18 03:10:00",3864,1.966,237.4,9.08,2.793,8.08,-38.28,86.5
"2012-08-18 03:15:00",3865,1.707,227.7,15.4,2.185,8.01,-31.87,87.6
"2012-08-18 03:20:00",3866,2.353,233.5,10.96,2.884,7.965,-38.03,86.9
"2012-08-18 03:25:00",3867,2.141,233.3,11.53,2.61,7.868,-35.64,87
"2012-08-18 03:30:00",3868,2.179,229.5,13,2.698,7.726,-31.98,88.2
"2012-08-18 03:35:00",3869,2.302,219.6,11.96,2.933,7.655,-33.3,88.7
"2012-08-18 03:40:00",3870,2.029,233.7,11.54,2.492,7.575,-29.33,89.3
"2012-08-18 03:45:00",3871,2.361,224.6,10.64,2.973,7.461,-31.62,89.3
"2012-08-18 03:50:00",3872,2.377,229.5,16.32,3.113,7.394,-30.68,89.8
"2012-08-18 03:55:00",3873,2.143,221.9,13.15,3.172,7.404,-29.43,89.9
"2012-08-18 04:00:00",3874,1.931,226.2,10.12,2.522,7.298,-27.48,90.2
"2012-08-18 04:05:00",3875,1.598,224.2,17.01,1.898,7.291,-23.23,90.8
"2012-08-18 04:10:00",3876,1.23,227.7,15.13,1.839,7.363,-22.27,91.1
"2012-08-18 04:15:00",3877,1.146,239,11.07,1.63,7.389,-20.97,91.5
"2012-08-18 04:20:00",3878,1.308,225.9,12.52,1.676,7.453,-22.39,91.3
"2012-08-18 04:25:00",3879,0.885,235.8,21,1.627,7.48,-19.78,91.6
"2012-08-18 04:30:00",3880,0.76,236.2,13.15,1.026,7.54,-18.76,92.1
"2012-08-18 04:35:00",3881,1.181,239.7,11.57,1.509,7.556,-20.67,92.2
"2012-08-18 04:40:00",3882,2.01,237.1,8.59,2.662,7.38,-24.61,91.8
"2012-08-18 04:45:00",3883,1.436,222.2,13.51,1.764,7.285,-21.73,92.7
"2012-08-18 04:50:00",3884,1.985,207.6,16.9,2.326,7.383,-23.66,92.7
"2012-08-18 04:55:00",3885,1.694,207.3,7.663,2.479,7.506,-26.33,91.6
"2012-08-18 05:00:00",3886,0.76,207.8,17.91,1.516,7.501,-21.68,91.2
"2012-08-18 05:05:00",3887,0.623,260.9,42.38,1.238,7.403,-21.91,91.5
"2012-08-18 05:10:00",3888,1.132,265.8,50.96,1.757,7.386,-24.99,91
"2012-08-18 05:15:00",3889,1.372,226.4,26.38,2.215,7.327,-28.34,89.8
"2012-08-18 05:20:00",3890,1.473,235.2,21.43,2.502,7.319,-26.21,90.2
"2012-08-18 05:25:00",3891,2.354,247.2,26.87,3.156,7.424,-35.92,88.9
"2012-08-18 05:30:00",3892,2.843,247,18.59,3.789,7.566,-41.36,87.1
"2012-08-18 05:35:00",3893,2.243,245,12.83,3.401,7.675,-44.94,85.7
"2012-08-18 05:40:00",3894,1.909,241.2,12.5,2.437,7.687,-33.83,87.5
"2012-08-18 05:45:00",3895,1.737,254.7,10.89,2.411,7.627,-38.38,86.7
"2012-08-18 05:50:00",3896,1.12,263.4,14.27,1.731,7.593,-33.63,87.1
"2012-08-18 05:55:00",3897,1.25,189.4,18.81,2.055,7.536,-29.51,88.2
"2012-08-18 06:00:00",3898,1.309,198.8,26.08,1.999,7.39,-31.49,88.9
"2012-08-18 06:05:00",3899,0.548,203.7,29.15,0.83,7.414,-30.53,88.5
"2012-08-18 06:10:00",3900,0.805,230.6,13.47,1.049,7.47,-36.76,86.2
"2012-08-18 06:15:00",3901,0.812,210.7,10.26,1.388,7.36,-32.82,87.3
"2012-08-18 06:20:00",3902,0.73,203.5,18.08,1.3,7.241,-28.39,88.9
"2012-08-18 06:25:00",3903,0.578,187.8,9.3,0.977,7.15,-25.93,89.7
"2012-08-18 06:30:00",3904,0.443,214.6,9.89,0.719,7.067,-23.46,90.5
"2012-08-18 06:35:00",3905,0.139,161.7,16.64,0.294,7.054,-21.89,90.8
"2012-08-18 06:40:00",3906,0.596,185.2,40.58,0.977,7.069,-30.05,89.4
"2012-08-18 06:45:00",3907,0.408,214.6,12.01,0.849,7.274,-30.27,86.6
"2012-08-18 06:50:00",3908,0.568,192.8,36.89,1.114,7.317,-32.08,86.4
"2012-08-18 06:55:00",3909,0.621,157,27.29,1.039,7.342,-31.19,87.4
"2012-08-18 07:00:00",3910,0.638,116.3,30.26,0.944,7.049,-23.77,90.7
"2012-08-18 07:05:00",3911,0.216,157.2,37.26,0.84,6.821,-22.01,92.1
"2012-08-18 07:10:00",3912,0.828,214.3,25.77,1.98,6.767,-21.99,92.2
"2012-08-18 07:15:00",3913,0.652,185.1,38.89,1.218,6.983,-36.56,90.3
"2012-08-18 07:20:00",3914,0.735,131.9,40.3,1.411,6.999,-33.45,91.1
"2012-08-18 07:25:00",3915,0.833,112.8,24.12,1.382,6.9,-24.25,92.3
"2012-08-18 07:30:00",3916,0.339,141.9,32.48,0.578,6.835,-18.74,92.5
"2012-08-18 07:35:00",3917,0.237,151.3,36.24,0.51,6.809,-19.45,92.3
"2012-08-18 07:40:00",3918,0.793,222.9,9.99,1.039,6.755,-21.38,92.4
"2012-08-18 07:45:00",3919,0.158,207.2,2.926,0.385,6.707,-34.58,92.5
"2012-08-18 07:50:00",3920,0,0,0,0,6.739,-39.3,92.3
"2012-08-18 07:55:00",3921,0.483,308.7,7.001,0.679,6.705,-26.54,92.2
"2012-08-18 08:00:00",3922,0.05,353.8,14.29,0.346,7.005,-9.58,91.5
"2012-08-18 08:05:00",3923,0.139,225.9,11.73,0.591,7.2,-39.66,89
"2012-08-18 08:10:00",3924,0.439,227.6,22.24,0.882,7.069,-35.67,88.5
"2012-08-18 08:15:00",3925,0.468,215.6,19.76,0.663,7.075,37.81,88.4
"2012-08-18 08:20:00",3926,0.098,166.2,30.6,0.343,7.618,21.26,87.2
"2012-08-18 08:25:00",3927,0.453,81.5,13.28,0.853,7.804,-4.653,86.6
"2012-08-18 08:30:00",3928,0.662,79.38,9.04,1.006,7.504,32.98,88.7
"2012-08-18 08:35:00",3929,0.289,69.91,25.8,0.84,7.578,75.67,89.3
"2012-08-18 08:40:00",3930,0.618,53.1,24.08,1.104,8.05,87.9,88.4
"2012-08-18 08:45:00",3931,0.832,63.01,13.86,1.091,8.07,37.15,87.8
"2012-08-18 08:50:00",3932,0.774,70.04,21.34,1.408,7.899,36.69,88.2
"2012-08-18 08:55:00",3933,0.988,97.9,18.83,1.483,7.767,40.39,88.5
"2012-08-18 09:00:00",3934,0,0,0,0,7.816,53.38,89
"2012-08-18 09:05:00",3935,0.512,61.57,14.79,1.026,7.957,44.99,88.9
"2012-08-18 09:10:00",3936,0.75,59.89,15.87,1.12,8.05,54.35,88.9
"2012-08-18 09:15:00",3937,0.138,34.72,3.449,0.49,8.25,71.43,89.2
"2012-08-18 09:20:00",3938,0.197,223.4,15.73,0.457,8.51,75.82,87.9
"2012-08-18 09:25:00",3939,0.279,213,13.65,0.833,8.63,53.43,84
"2012-08-18 09:30:00",3940,0.395,228.8,17.89,0.934,8.75,58.74,83.9
"2012-08-18 09:35:00",3941,0.432,215.2,25.16,0.813,8.75,38.41,83.1
"2012-08-18 09:40:00",3942,1.02,220.3,23.52,1.699,9,195.3,84.1
"2012-08-18 09:45:00",3943,1.484,224.9,13.53,2.296,9.41,110.9,80.4
"2012-08-18 09:50:00",3944,1.874,236.8,16.22,2.306,9.15,49.39,80.8
"2012-08-18 09:55:00",3945,0.686,235.1,14.72,1.512,9,91.6,83.7
"2012-08-18 10:00:00",3946,1.445,223.6,21.15,1.983,9,75.11,83.1
"2012-08-18 10:05:00",3947,1.541,255,17.61,1.816,8.94,86.4,83.9
"2012-08-18 10:10:00",3948,0.874,278.4,22.02,1.352,9,151.1,83.9
"2012-08-18 10:15:00",3949,1.495,267.6,17.51,1.98,9.11,123.5,82.6
"2012-08-18 10:20:00",3950,1.105,269.9,28.32,1.506,9.18,105.5,82.4
"2012-08-18 10:25:00",3951,1.052,266.1,23.63,1.215,9.23,131.5,81.9
"2012-08-18 10:30:00",3952,0.606,290.1,24.81,1.212,9.42,158.9,80.6
"2012-08-18 10:35:00",3953,0.684,300.3,21.44,0.918,9.76,228.1,77.48
"2012-08-18 10:40:00",3954,0.596,232.8,20.68,1.405,10.1,234.4,76.91
"2012-08-18 10:45:00",3955,1.159,260.1,15.67,1.646,10.14,196.6,75.57
"2012-08-18 10:50:00",3956,1.343,251.7,20,1.767,10.28,264.7,76.72
"2012-08-18 10:55:00",3957,1.876,259.4,17.28,2.254,10.23,254.6,75.71
"2012-08-18 11:00:00",3958,2.239,250.9,11.42,2.551,10.1,203.6,76.46
"2012-08-18 11:05:00",3959,1.876,257.6,11.72,2.558,9.8,51.12,78.24
"2012-08-18 11:10:00",3960,1.382,236.1,20.19,2.189,9.72,94.5,79.49
"2012-08-18 11:15:00",3961,1.175,218.9,15.26,1.767,9.92,188.5,79.73
"2012-08-18 11:20:00",3962,1.788,241,9.22,2.764,10.46,258.7,77.83
"2012-08-18 11:25:00",3963,1.53,245.8,18.9,2.153,10.31,46.08,78.04
"2012-08-18 11:30:00",3964,1.592,259.5,17.54,2.349,10.28,53.93,77.1
"2012-08-18 11:35:00",3965,1.746,251,14.55,2.574,10.21,43.01,76.78
"2012-08-18 11:40:00",3966,1.554,243.6,19.62,2.149,10.38,46.87,76.84
"2012-08-18 11:45:00",3967,2.259,258.6,27.84,2.747,10.28,87.2,76.46
"2012-08-18 11:50:00",3968,2.698,258.7,11.18,3.597,10.57,362.5,75.93
"2012-08-18 11:55:00",3969,2.507,247.7,14,3.038,10.95,212.5,75.22
"2012-08-18 12:00:00",3970,1.833,239.1,22.01,2.506,11.23,385.1,74.34
"2012-08-18 12:05:00",3971,2.164,244.8,29.07,2.839,11.5,261.2,72.64
"2012-08-18 12:10:00",3972,2.014,237.1,14.9,3.051,11.23,96.8,72.7
"2012-08-18 12:15:00",3973,1.501,256.3,25.76,2.368,11.05,171.7,74.33
"2012-08-18 12:20:00",3974,2.027,253.9,19.49,2.45,11.48,449.1,73.1
"2012-08-18 12:25:00",3975,1.989,260.1,25.13,2.675,12.01,459.6,70.92
"2012-08-18 12:30:00",3976,2.155,249.3,18.04,2.705,11.97,359.2,69.5
"2012-08-18 12:35:00",3977,1.956,242.2,18.49,2.855,11.78,214.4,70.08
"2012-08-18 12:40:00",3978,1.972,248.4,14.05,2.323,11.68,307,71.22
"2012-08-18 12:45:00",3979,1.843,234.6,16.01,2.185,11.93,505.7,70.19
"2012-08-18 12:50:00",3980,1.712,238.2,14.72,2.326,12.09,359.8,69.08
"2012-08-18 12:55:00",3981,1.935,235.1,13.18,2.496,12.24,451.6,68.97
"2012-08-18 13:00:00",3982,2.199,242.6,10.46,2.976,12.22,504.1,68.61
"2012-08-18 13:05:00",3983,2.013,240.3,16.34,2.685,12.53,484.6,66.14
"2012-08-18 13:10:00",3984,2.443,249.4,12.59,3.185,12.61,467.2,65.33
"2012-08-18 13:15:00",3985,2.14,247.2,15.76,2.816,12.62,447.8,65.29
"2012-08-18 13:20:00",3986,2.532,253.2,14.22,3.254,12.4,496.4,65.71
"2012-08-18 13:25:00",3987,2.476,245.6,12.55,3.492,12.52,287.8,66.96
"2012-08-18 13:30:00",3988,2.295,224.5,17.87,2.767,12.53,438.6,65.43
"2012-08-18 13:35:00",3989,2.091,237.4,28.12,2.865,12.75,395,64.23
"2012-08-18 13:40:00",3990,2.506,249.9,18.94,2.94,12.9,513.8,63.78
"2012-08-18 13:45:00",3991,2.357,248.6,7.94,2.679,13.14,502.3,63.35
"2012-08-18 13:50:00",3992,2.558,249.9,12.17,3.031,13.14,516.4,63.49
"2012-08-18 13:55:00",3993,2.406,252.9,11.92,2.901,13.01,397.2,62.69
"2012-08-18 14:00:00",3994,1.432,255.8,33.76,2.025,13.29,493.4,63.27
"2012-08-18 14:05:00",3995,2.41,245.4,15.9,3.505,13.66,482.8,60.93
"2012-08-18 14:10:00",3996,2.292,243.8,13.72,2.979,13.64,469,62.75
"2012-08-18 14:15:00",3997,2.175,244.1,16.36,2.947,13.82,506.9,62.65
"2012-08-18 14:20:00",3998,2.346,242.9,22.88,2.969,14.08,521.9,61.61
"2012-08-18 14:25:00",3999,2.427,244.8,20.64,3.201,14.22,521.1,61.84
"2012-08-18 14:30:00",4000,2.549,233.3,18.76,3.299,14.39,536.4,59.36
"2012-08-18 14:35:00",4001,2.533,241.5,8.61,2.855,14.2,489.9,60.61
"2012-08-18 14:40:00",4002,2.713,253,11.73,3.25,14.23,539.3,61.04
"2012-08-18 14:45:00",4003,2.884,249.7,11.93,3.662,14.48,483.1,60.25
"2012-08-18 14:50:00",4004,2.663,250.3,15.66,3.188,14.52,527.1,60.08
"2012-08-18 14:55:00",4005,3.334,246.7,6.224,3.962,14.7,538.7,57.7
"2012-08-18 15:00:00",4006,3.006,263.8,9.75,3.868,14.61,487.9,59.64
"2012-08-18 15:05:00",4007,2.617,254.9,17.48,3.388,14.89,478.2,60.31
"2012-08-18 15:10:00",4008,2.214,244.3,24.59,3.296,15.16,496,57.6
"2012-08-18 15:15:00",4009,3.096,248.2,12.07,3.858,14.79,451.4,59.12
"2012-08-18 15:20:00",4010,2.772,247.7,14.38,3.378,14.82,505.1,60.35
"2012-08-18 15:25:00",4011,3.28,245.5,11.25,4.149,14.98,452,58.56
"2012-08-18 15:30:00",4012,2.839,246,12.56,3.437,15.04,450.4,58.75
"2012-08-18 15:35:00",4013,3.169,247.4,9.65,3.786,15.12,481.1,57.75
"2012-08-18 15:40:00",4014,2.956,239.3,8.76,3.721,15.21,474.1,57.75
"2012-08-18 15:45:00",4015,2.476,240.6,14.89,3.178,14.9,323.1,59.38
"2012-08-18 15:50:00",4016,2.319,249,12.02,2.999,15.22,389,59.08
"2012-08-18 15:55:00",4017,2.335,249.6,17.77,3.172,15.36,457.4,57.3
"2012-08-18 16:00:00",4018,1.951,251.7,23.34,3.031,15.46,436.6,57.11
"2012-08-18 16:05:00",4019,2.492,244.2,17.25,3.136,15.68,432.2,55.26
"2012-08-18 16:10:00",4020,2.574,246.9,8.54,3.309,15.57,350.5,54.43
"2012-08-18 16:15:00",4021,2.436,249.2,10.09,2.881,15.77,416.3,55.72
"2012-08-18 16:20:00",4022,2.22,232.6,8.24,3.015,16.04,420.3,56.21
"2012-08-18 16:25:00",4023,2.839,238.5,9.16,3.446,16.05,409.5,54.72
"2012-08-18 16:30:00",4024,2.687,239.6,13.23,3.463,15.93,400.2,56.31
"2012-08-18 16:35:00",4025,2.343,228.2,14.89,2.989,15.84,396.6,56.64
"2012-08-18 16:40:00",4026,2.509,224.5,5.048,2.92,15.79,390.1,56.72
"2012-08-18 16:45:00",4027,2.408,243.2,15.54,3.09,15.91,377.2,56.2
"2012-08-18 16:50:00",4028,2.652,243.4,11.68,3.231,15.96,366.1,55.32
"2012-08-18 16:55:00",4029,2.387,263.2,15.61,3.273,15.85,365.5,55.22
"2012-08-18 17:00:00",4030,2.49,266.3,14.48,3.221,15.93,353.9,55.05
"2012-08-18 17:05:00",4031,2.566,256.8,13.68,3.218,15.96,350.1,53.73
"2012-08-18 17:10:00",4032,2.397,261.5,23.63,3.976,16.05,337.9,52.84
"2012-08-18 17:15:00",4033,2.612,261.9,19.5,3.355,15.97,328.1,52.57
"2012-08-18 17:20:00",4034,2.539,235.1,11.7,3.943,15.83,324.7,56.11
"2012-08-18 17:25:00",4035,2.214,253,13.51,3.224,16.06,316.8,55.1
"2012-08-18 17:30:00",4036,2.675,273,19.5,3.489,16.09,312,53.04
"2012-08-18 17:35:00",4037,2.086,261.8,11.42,2.881,15.99,300.9,55.27
"2012-08-18 17:40:00",4038,2.593,249.2,12.51,3.175,16.31,293.8,53.17
"2012-08-18 17:45:00",4039,2.241,249.4,32.01,3.322,16.24,283.3,53.25
"2012-08-18 17:50:00",4040,1.616,254.1,21.42,2.195,16.18,275.1,53.37
"2012-08-18 17:55:00",4041,2.164,267.2,21.18,2.764,16.36,269.8,51.99
"2012-08-18 18:00:00",4042,2.24,268.2,14.27,2.751,16.31,254.6,52.17
"2012-08-18 18:05:00",4043,2.611,241.6,19.92,3.188,16.19,254.2,52.47
"2012-08-18 18:10:00",4044,2.415,250.2,24.08,3.505,16.3,237.1,50.57
"2012-08-18 18:15:00",4045,1.702,275,22.61,2.907,16.46,232.6,48.88
"2012-08-18 18:20:00",4046,1.964,231.9,19.85,2.777,16.5,218.4,50.89
"2012-08-18 18:25:00",4047,2.628,256.1,18.83,3.567,16.53,212.4,50.1
"2012-08-18 18:30:00",4048,3.103,250.4,14.72,4.181,16.01,200.8,53.11
"2012-08-18 18:35:00",4049,2.501,240.2,19.8,3.606,16.06,190,52.21
"2012-08-18 18:40:00",4050,2.829,255.9,27.09,3.655,16.13,185.1,52.32
"2012-08-18 18:45:00",4051,1.845,238.8,22.76,2.986,16,177.6,52.13
"2012-08-18 18:50:00",4052,2.997,254.3,13.38,3.551,16.26,168.7,49.21
"2012-08-18 18:55:00",4053,2.094,254.8,21.05,3.074,15.97,158.3,52.32
"2012-08-18 19:00:00",4054,2.516,256,15.23,2.992,15.94,149.9,50.57
"2012-08-18 19:05:00",4055,2.021,243.2,28.98,3.002,16.28,140.3,47.32
"2012-08-18 19:10:00",4056,1.016,281.2,58.68,2.777,16.75,128.8,45.82
"2012-08-18 19:15:00",4057,2.101,259.9,26.85,3.404,16.73,117.1,46.65
"2012-08-18 19:20:00",4058,2.174,256.4,13.81,3.567,16.25,107.9,48.52
"2012-08-18 19:25:00",4059,3.074,251.6,5.947,4.178,16.14,103,48.65
"2012-08-18 19:30:00",4060,2.07,251.8,21.86,2.545,16.06,90.5,49.53
"2012-08-18 19:35:00",4061,2.532,257.1,17.61,3.427,16.11,79.81,48.54
"2012-08-18 19:40:00",4062,3.395,258.9,15.7,3.871,15.87,75.95,49.46
"2012-08-18 19:45:00",4063,1.452,258.9,21.67,2.404,15.7,66.59,49.58
"2012-08-18 19:50:00",4064,1.204,263.7,25.61,1.558,16.21,55.65,47.13
"2012-08-18 19:55:00",4065,2.111,260.7,29.14,3.423,16.34,53.04,45.27
"2012-08-18 20:00:00",4066,1.655,246.7,23.97,2.417,15.87,40.86,48.33
"2012-08-18 20:05:00",4067,2.35,245.9,20.48,3.133,15.67,35.73,48.49
"2012-08-18 20:10:00",4068,2.402,250.2,10.72,4.459,15.69,27.51,47.33
"2012-08-18 20:15:00",4069,2.247,231.9,8.9,3.521,15.32,18.63,49.47
"2012-08-18 20:20:00",4070,0.991,239.9,15.31,1.493,15.24,12.39,49.61
"2012-08-18 20:25:00",4071,2.696,244.6,17.88,3.469,15.3,7.233,48.38
"2012-08-18 20:30:00",4072,3.572,262.4,14.55,5.282,14.95,0.203,48.79
"2012-08-18 20:35:00",4073,1.272,241,25.74,2.424,14.89,-5.737,50.45
"2012-08-18 20:40:00",4074,2.255,239.4,23.36,3.587,14.65,-36.73,50.64
"2012-08-18 20:45:00",4075,2.26,242.3,30.09,3.414,14.14,-62.98,51.55
"2012-08-18 20:50:00",4076,1.879,228.2,17.37,2.496,13.71,-63.13,53.78
"2012-08-18 20:55:00",4077,1.674,221.9,18.09,2.306,13.34,-64.8,55.83
"2012-08-18 21:00:00",4078,1.769,218.1,12.13,2.329,13.03,-64.35,57.52
"2012-08-18 21:05:00",4079,2.644,231.7,25.13,3.45,12.97,-66.56,56.64
"2012-08-18 21:10:00",4080,2.305,228.3,16.29,3.041,13,-64.15,56.26
"2012-08-18 21:15:00",4081,2.596,214.5,17.07,3.652,12.99,-69,56.12
"2012-08-18 21:20:00",4082,2.665,216.3,10.23,3.541,12.79,-70.02,57.08
"2012-08-18 21:25:00",4083,2.165,206.3,20.27,2.829,12.64,-69.24,58.03
"2012-08-18 21:30:00",4084,2.552,209.4,21.07,3.175,12.57,-70.87,57
"2012-08-18 21:35:00",4085,1.804,178.7,18.71,3.201,12.47,-72.37,59.09
"2012-08-18 21:40:00",4086,0.811,175.6,45.55,1.813,11.93,-73.61,60.41
"2012-08-18 21:45:00",4087,1.19,204.4,34.23,1.748,11.83,-76.36,59.21
"2012-08-18 21:50:00",4088,0.935,195,16.23,1.627,11.81,-75.52,59.21
"2012-08-18 21:55:00",4089,0.898,172.8,34.19,1.336,11.57,-76.85,60.25
"2012-08-18 22:00:00",4090,0.712,112.8,32.49,1.114,11.77,-76.37,57.96
"2012-08-18 22:05:00",4091,1.06,146,59.2,2.182,11.76,-76.66,59.29
"2012-08-18 22:10:00",4092,0.972,140.9,34.59,1.47,11.61,-76.13,59.11
"2012-08-18 22:15:00",4093,0.619,195.3,23.48,1.506,11.59,-78.59,59.05
"2012-08-18 22:20:00",4094,0.523,98.2,19.69,0.813,11.68,-77.14,57.68
"2012-08-18 22:25:00",4095,0.47,122.4,69.81,0.99,11.66,-76.97,58.22
"2012-08-18 22:30:00",4096,1.14,102.5,40.38,1.931,11.36,-78.36,56.52
"2012-08-18 22:35:00",4097,0.707,126.6,62.52,1.401,10.97,-78.36,59.04
"2012-08-18 22:40:00",4098,0.85,152.4,43.46,1.545,10.78,-77.63,59.54
"2012-08-18 22:45:00",4099,1.174,117.1,33.62,2.019,10.83,-78.52,59.17
"2012-08-18 22:50:00",4100,1.284,103.7,28.73,1.79,10.7,-76.42,58.73
"2012-08-18 22:55:00",4101,1.264,149.4,41.17,1.735,10.17,-78.99,60.86
"2012-08-18 23:00:00",4102,1.591,132.2,30.3,2.074,9.85,-80,62.4
"2012-08-18 23:05:00",4103,1.418,135.3,19.16,1.836,9.81,-76.94,62.98
"2012-08-18 23:10:00",4104,1.275,132.9,41.95,2.267,9.37,-75.19,65.25
